date,description,debit,credit,balance,account_suffix,domain,source,sub_source,rule_used,parse_confidence
2024-10-26,TechMegaStore,248.56,,86084.22,xx9001,Technology & Equipment,expense,TechMegaStore,merchant_match,high
2024-10-27,FastFoods Drive-Thru,23.97,,86060.25,xx9001,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-10-27,FuelStop Petrol,82.91,,85977.34,xx9002,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-10-28,Home Loan Repayment,920.00,,85057.34,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-10-28,FuelStop Petrol,84.15,,84973.19,xx9002,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-10-28,Garden Nursery,12.25,,84960.94,xx9001,Home & Garden,expense,Garden Nursery,merchant_match,high
2024-10-28,WineCellar,57.69,,84903.25,xx9002,Alcohol,expense,WineCellar,merchant_match,high
2024-10-29,CityRail,6.84,,84896.41,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2024-10-30,FastFoods Drive-Thru,26.45,,84869.96,xx9002,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-10-30,AutoSure Car Insurance,107.00,,84762.96,xx9002,Insurance,expense,AutoSure,merchant_match,high
2024-10-31,CityRail,5.46,,84757.50,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2024-10-31,ShoeStore,72.33,,84685.17,xx9003,Clothing & Footwear,expense,ShoeStore,merchant_match,high
2024-10-31,CinemaWorld,42.63,,84642.54,xx9001,Social & Recreation,expense,CinemaWorld,merchant_match,high
2024-11-01,FreshMart Supermarket,112.56,,84529.98,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-11-01,BeanCo Coffee,13.12,,84516.86,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-11-01,Parking Authority,9.34,,84507.52,xx9003,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-11-01,AutoSure Car Insurance,95.15,,84412.37,xx9002,Insurance,expense,AutoSure,merchant_match,high
2024-11-01,HomeSafe Insurance,188.37,,84224.00,xx9002,Insurance,expense,HomeSafe,merchant_match,high
2024-11-02,BeanCo Coffee,9.22,,84214.78,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-11-03,FreshMart Supermarket,89.26,,84125.52,xx9001,Groceries,expense,FreshMart,merchant_match,high
2024-11-03,FuelStop Petrol,83.28,,84042.24,xx9003,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-11-04,Home Loan Repayment,920.00,,83122.24,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-11-04,BeanCo Coffee,11.61,,83110.63,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-11-04,Pizza Palace,26.51,,83084.12,xx9003,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2024-11-04,CityRail,7.91,,83076.21,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-11-04,HealthShield Insurance,229.19,,82847.02,xx9002,Insurance,expense,HealthShield,merchant_match,high
2024-11-04,Birthday Gift Shop,103.38,,82743.64,xx9003,Gifts,expense,Birthday Gift Shop,merchant_match,high
2024-11-05,BeanCo Coffee,15.92,,82727.72,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-11-05,BookworldOnline,16.00,,82711.72,xx9003,Media Subscriptions,expense,BookworldOnline,merchant_match,high
2024-11-06,Salary Employer A,,3235.66,85947.38,xx9001,INCOME,income,Employer A — Wage,income_match,high
2024-11-06,Salary Employer B,,2514.54,88461.92,xx9001,INCOME,income,Employer B — Wage,income_match,high
2024-11-06,CityRail,9.02,,88452.90,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-11-08,FreshMart Supermarket,123.34,,88329.56,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-11-08,Big Box Hardware,91.61,,88237.95,xx9003,Home & Garden,expense,Big Box Hardware,merchant_match,high
2024-11-08,Garden Nursery,65.53,,88172.42,xx9003,Home & Garden,expense,Garden Nursery,merchant_match,high
2024-11-08,Australia Post,1.86,,88170.56,xx9001,Administrative & Post,expense,Australia Post,merchant_match,high
2024-11-09,FuelStop Petrol,87.33,,88083.23,xx9001,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-11-09,CityRail,12.16,,88071.07,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2024-11-09,HomePower Utilities,276.79,,87794.28,xx9002,Utilities & Rates,expense,HomePower,merchant_match,high
2024-11-10,YogaStudio,45.00,,87749.28,xx9002,Sport & Hobbies,expense,YogaStudio,merchant_match,high
2024-11-11,Home Loan Repayment,920.00,,86829.28,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-11-11,FastFoods Drive-Thru,22.89,,86806.39,xx9001,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-11-11,HealthShield Insurance,237.75,,86568.64,xx9001,Insurance,expense,HealthShield,merchant_match,high
2024-11-11,WineCellar,48.52,,86520.12,xx9002,Alcohol,expense,WineCellar,merchant_match,high
2024-11-11,FitnessFirst Gym,65.00,,86455.12,xx9001,Sport & Hobbies,expense,FitnessFirst,merchant_match,high
2024-11-11,Beauty Spa,110.40,,86344.72,xx9001,Personal Care,expense,Beauty Spa,merchant_match,high
2024-11-12,Corner Grocer,32.50,,86312.22,xx9001,Groceries,expense,Corner Grocer,merchant_match,high
2024-11-12,FuelStop Petrol,94.28,,86217.94,xx9002,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-11-12,CityRail,9.21,,86208.73,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2024-11-12,MedCentre,76.31,,86132.42,xx9003,Medical & Health,expense,MedCentre,merchant_match,high
2024-11-13,FuelStop Petrol,78.47,,86053.95,xx9001,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-11-13,HealthShield Insurance,223.40,,85830.55,xx9002,Insurance,expense,HealthShield,merchant_match,high
2024-11-13,MusicCloud,12.00,,85818.55,xx9003,Media Subscriptions,expense,MusicCloud,merchant_match,high
2024-11-14,Pizza Palace,41.00,,85777.55,xx9003,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2024-11-14,HomePower Utilities,285.29,,85492.26,xx9002,Utilities & Rates,expense,HomePower,merchant_match,high
2024-11-14,Charity Foundation,25.00,,85467.26,xx9001,Donations & Charity,expense,Charity Foundation,merchant_match,high
2024-11-15,BeanCo Coffee,13.86,,85453.40,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-11-15,Mini Golf Co,41.94,,85411.46,xx9003,Social & Recreation,expense,Mini Golf Co,merchant_match,high
2024-11-16,FreshMart Supermarket,74.49,,85336.97,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-11-16,FastFoods Drive-Thru,9.25,,85327.72,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-11-16,AutoSure Car Insurance,107.22,,85220.50,xx9002,Insurance,expense,AutoSure,merchant_match,high
2024-11-16,MedCentre,139.89,,85080.61,xx9003,Medical & Health,expense,MedCentre,merchant_match,high
2024-11-17,Corner Grocer,30.60,,85050.01,xx9001,Groceries,expense,Corner Grocer,merchant_match,high
2024-11-17,CityRail,8.63,,85041.38,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-11-17,BookworldOnline,16.00,,85025.38,xx9003,Media Subscriptions,expense,BookworldOnline,merchant_match,high
2024-11-17,Garden Nursery,13.48,,85011.90,xx9001,Home & Garden,expense,Garden Nursery,merchant_match,high
2024-11-18,Home Loan Repayment,920.00,,84091.90,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-11-18,BeanCo Coffee,9.37,,84082.53,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-11-18,FastFoods Drive-Thru,32.46,,84050.07,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-11-18,MedCentre,99.30,,83950.77,xx9003,Medical & Health,expense,MedCentre,merchant_match,high
2024-11-19,FreshMart Supermarket,124.45,,83826.32,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-11-19,BeanCo Coffee,12.47,,83813.85,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-11-19,FastFoods Drive-Thru,23.74,,83790.11,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-11-19,CityRail,10.88,,83779.23,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-11-19,WineCellar,56.72,,83722.51,xx9002,Alcohol,expense,WineCellar,merchant_match,high
2024-11-20,Salary Employer A,,3323.42,87045.93,xx9001,INCOME,income,Employer A — Wage,income_match,high
2024-11-20,Salary Employer B,,2942.98,89988.91,xx9001,INCOME,income,Employer B — Wage,income_match,high
2024-11-20,BeanCo Coffee,15.68,,89973.23,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-11-20,Australia Post,19.96,,89953.27,xx9001,Administrative & Post,expense,Australia Post,merchant_match,high
2024-11-21,FuelStop Petrol,104.51,,89848.76,xx9003,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-11-21,CityPharmacy,38.80,,89809.96,xx9001,Medical & Health,expense,CityPharmacy,merchant_match,high
2024-11-21,BankFee,4.00,,89805.96,xx9001,Bank Fees,expense,BankFee,merchant_match,high
2024-11-22,Corner Grocer,36.70,,89769.26,xx9002,Groceries,expense,Corner Grocer,merchant_match,high
2024-11-22,HomePower Utilities,257.02,,89512.24,xx9001,Utilities & Rates,expense,HomePower,merchant_match,high
2024-11-22,Council Rates,452.71,,89059.53,xx9001,Utilities & Rates,expense,Council Rates,merchant_match,high
2024-11-22,Telco Plus Mobile,60.00,,88999.53,xx9003,Communications & Internet,expense,Telco Plus,merchant_match,high
2024-11-22,FibreNet Internet,85.00,,88914.53,xx9001,Communications & Internet,expense,FibreNet,merchant_match,high
2024-11-23,Pizza Palace,20.10,,88894.43,xx9001,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2024-11-23,FuelStop Petrol,94.89,,88799.54,xx9003,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-11-24,Parking Authority,13.52,,88786.02,xx9002,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-11-24,Australia Post,7.46,,88778.56,xx9001,Administrative & Post,expense,Australia Post,merchant_match,high
2024-11-25,Home Loan Repayment,920.00,,87858.56,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-11-25,BeanCo Coffee,4.24,,87854.32,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-11-25,WaterCorp,120.99,,87733.33,xx9001,Utilities & Rates,expense,WaterCorp,merchant_match,high
2024-11-26,BeanCo Coffee,13.50,,87719.83,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-11-27,FreshMart Supermarket,99.99,,87619.84,xx9003,Groceries,expense,FreshMart,merchant_match,high
2024-11-27,HomePower Utilities,267.79,,87352.05,xx9003,Utilities & Rates,expense,HomePower,merchant_match,high
2024-11-27,YogaStudio,45.00,,87307.05,xx9001,Sport & Hobbies,expense,YogaStudio,merchant_match,high
2024-11-27,Australia Post,25.09,,87281.96,xx9002,Administrative & Post,expense,Australia Post,merchant_match,high
2024-11-28,BeanCo Coffee,8.85,,87273.11,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-11-28,Pizza Palace,29.82,,87243.29,xx9001,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2024-11-28,HealthShield Insurance,227.96,,87015.33,xx9003,Insurance,expense,HealthShield,merchant_match,high
2024-11-28,LocalBrewery,39.63,,86975.70,xx9002,Alcohol,expense,LocalBrewery,merchant_match,high
2024-11-29,HealthShield Insurance,217.59,,86758.11,xx9002,Insurance,expense,HealthShield,merchant_match,high
2024-11-29,VetCare Animal Hospital,121.09,,86637.02,xx9003,Pet Expenses,expense,VetCare,merchant_match,high
2024-11-29,Big Box Hardware,37.09,,86599.93,xx9003,Home & Garden,expense,Big Box Hardware,merchant_match,high
2024-11-29,Australia Post,16.99,,86582.94,xx9001,Administrative & Post,expense,Australia Post,merchant_match,high
2024-11-30,CityRail,6.40,,86576.54,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2024-11-30,CityPharmacy,32.91,,86543.63,xx9001,Medical & Health,expense,CityPharmacy,merchant_match,high
2024-11-30,Garden Nursery,16.66,,86526.97,xx9003,Home & Garden,expense,Garden Nursery,merchant_match,high
2024-12-01,BeanCo Coffee,14.59,,86512.38,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-12-01,FuelStop Petrol,76.12,,86436.26,xx9002,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-12-01,CityRail,12.51,,86423.75,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-12-01,CityPharmacy,19.74,,86404.01,xx9002,Medical & Health,expense,CityPharmacy,merchant_match,high
2024-12-02,Home Loan Repayment,920.00,,85484.01,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-12-02,FastFoods Drive-Thru,33.91,,85450.10,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-12-02,AutoSure Car Insurance,104.87,,85345.23,xx9003,Insurance,expense,AutoSure,merchant_match,high
2024-12-02,CityPharmacy,25.84,,85319.39,xx9003,Medical & Health,expense,CityPharmacy,merchant_match,high
2024-12-03,FreshMart Supermarket,128.85,,85190.54,xx9003,Groceries,expense,FreshMart,merchant_match,high
2024-12-03,BeanCo Coffee,14.30,,85176.24,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-12-03,CityRail,8.08,,85168.16,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-12-03,Hairdresser,40.23,,85127.93,xx9003,Personal Care,expense,Hairdresser,merchant_match,high
2024-12-04,Salary Employer A,,3172.22,88300.15,xx9001,INCOME,income,Employer A — Wage,income_match,high
2024-12-04,Salary Employer B,,2724.03,91024.18,xx9001,INCOME,income,Employer B — Wage,income_match,high
2024-12-04,CityRail,8.04,,91016.14,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-12-04,Parking Authority,18.44,,90997.70,xx9002,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-12-04,StreamFlix,19.00,,90978.70,xx9003,Media Subscriptions,expense,StreamFlix,merchant_match,high
2024-12-04,ShoeStore,120.17,,90858.53,xx9001,Clothing & Footwear,expense,ShoeStore,merchant_match,high
2024-12-04,Australia Post,13.08,,90845.45,xx9003,Administrative & Post,expense,Australia Post,merchant_match,high
2024-12-05,BeanCo Coffee,14.90,,90830.55,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-12-05,FastFoods Drive-Thru,23.41,,90807.14,xx9002,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-12-05,Parking Authority,15.29,,90791.85,xx9001,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-12-05,Council Rates,443.03,,90348.82,xx9003,Utilities & Rates,expense,Council Rates,merchant_match,high
2024-12-06,FreshMart Supermarket,132.54,,90216.28,xx9003,Groceries,expense,FreshMart,merchant_match,high
2024-12-06,BeanCo Coffee,11.48,,90204.80,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-12-06,CityRail,9.32,,90195.48,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-12-06,HomeSafe Insurance,179.74,,90015.74,xx9001,Insurance,expense,HomeSafe,merchant_match,high
2024-12-06,MusicCloud,12.00,,90003.74,xx9002,Media Subscriptions,expense,MusicCloud,merchant_match,high
2024-12-07,FreshMart Supermarket,127.24,,89876.50,xx9001,Groceries,expense,FreshMart,merchant_match,high
2024-12-07,BeanCo Coffee,15.81,,89860.69,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-12-09,Home Loan Repayment,920.00,,88940.69,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-12-09,FastFoods Drive-Thru,22.26,,88918.43,xx9002,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-12-09,CityRail,8.23,,88910.20,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-12-10,FastFoods Drive-Thru,10.74,,88899.46,xx9002,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-12-10,FuelStop Petrol,63.79,,88835.67,xx9001,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-12-10,HomeSafe Insurance,201.79,,88633.88,xx9001,Insurance,expense,HomeSafe,merchant_match,high
2024-12-10,Fashion Outlet,152.67,,88481.21,xx9003,Clothing & Footwear,expense,Fashion Outlet,merchant_match,high
2024-12-11,BeanCo Coffee,16.35,,88464.86,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-12-11,HomePower Utilities,247.33,,88217.53,xx9002,Utilities & Rates,expense,HomePower,merchant_match,high
2024-12-11,Fashion Outlet,66.18,,88151.35,xx9002,Clothing & Footwear,expense,Fashion Outlet,merchant_match,high
2024-12-12,Pizza Palace,39.26,,88112.09,xx9001,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2024-12-12,HomePower Utilities,311.46,,87800.63,xx9002,Utilities & Rates,expense,HomePower,merchant_match,high
2024-12-12,VetCare Animal Hospital,121.82,,87678.81,xx9002,Pet Expenses,expense,VetCare,merchant_match,high
2024-12-13,FreshMart Supermarket,117.17,,87561.64,xx9001,Groceries,expense,FreshMart,merchant_match,high
2024-12-13,HomePower Utilities,289.14,,87272.50,xx9002,Utilities & Rates,expense,HomePower,merchant_match,high
2024-12-13,CityPharmacy,22.96,,87249.54,xx9002,Medical & Health,expense,CityPharmacy,merchant_match,high
2024-12-14,FastFoods Drive-Thru,27.06,,87222.48,xx9002,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2024-12-14,HealthShield Insurance,235.26,,86987.22,xx9001,Insurance,expense,HealthShield,merchant_match,high
2024-12-14,Big Box Hardware,48.55,,86938.67,xx9001,Home & Garden,expense,Big Box Hardware,merchant_match,high
2024-12-15,CityRail,11.61,,86927.06,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2024-12-15,Telco Plus Mobile,60.00,,86867.06,xx9003,Communications & Internet,expense,Telco Plus,merchant_match,high
2024-12-15,FitnessFirst Gym,65.00,,86802.06,xx9002,Sport & Hobbies,expense,FitnessFirst,merchant_match,high
2024-12-16,Home Loan Repayment,920.00,,85882.06,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-12-16,BeanCo Coffee,10.26,,85871.80,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-12-16,FuelStop Petrol,84.34,,85787.46,xx9001,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-12-16,Beauty Spa,90.13,,85697.33,xx9003,Personal Care,expense,Beauty Spa,merchant_match,high
2024-12-16,Australia Post,22.95,,85674.38,xx9001,Administrative & Post,expense,Australia Post,merchant_match,high
2024-12-17,Corner Grocer,52.10,,85622.28,xx9001,Groceries,expense,Corner Grocer,merchant_match,high
2024-12-17,CityRail,9.50,,85612.78,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-12-17,CityPharmacy,31.17,,85581.61,xx9002,Medical & Health,expense,CityPharmacy,merchant_match,high
2024-12-18,Salary Employer A,,3317.67,88899.28,xx9001,INCOME,income,Employer A — Wage,income_match,high
2024-12-18,Salary Employer B,,2896.33,91795.61,xx9001,INCOME,income,Employer B — Wage,income_match,high
2024-12-18,FreshMart Supermarket,129.31,,91666.30,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-12-18,Big Box Hardware,80.91,,91585.39,xx9002,Home & Garden,expense,Big Box Hardware,merchant_match,high
2024-12-18,Australia Post,15.43,,91569.96,xx9001,Administrative & Post,expense,Australia Post,merchant_match,high
2024-12-20,FreshMart Supermarket,116.91,,91453.05,xx9002,Groceries,expense,FreshMart,merchant_match,high
2024-12-20,BeanCo Coffee,10.42,,91442.63,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-12-20,CinemaWorld,34.89,,91407.74,xx9001,Social & Recreation,expense,CinemaWorld,merchant_match,high
2024-12-21,BeanCo Coffee,10.08,,91397.66,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-12-22,Pizza Palace,21.46,,91376.20,xx9003,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2024-12-22,FuelStop Petrol,86.90,,91289.30,xx9002,Vehicle Expenses,expense,FuelStop,merchant_match,high
2024-12-22,CityRail,12.11,,91277.19,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2024-12-22,PetSupplies Co,66.98,,91210.21,xx9001,Pet Expenses,expense,PetSupplies,merchant_match,high
2024-12-23,Home Loan Repayment,920.00,,90290.21,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-12-24,Corner Grocer,45.64,,90244.57,xx9001,Groceries,expense,Corner Grocer,merchant_match,high
2024-12-24,BeanCo Coffee,8.56,,90236.01,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-12-24,Parking Authority,14.29,,90221.72,xx9003,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-12-24,Garden Nursery,70.51,,90151.21,xx9002,Home & Garden,expense,Garden Nursery,merchant_match,high
2024-12-25,FreshMart Supermarket,82.02,,90069.19,xx9003,Groceries,expense,FreshMart,merchant_match,high
2024-12-25,BeanCo Coffee,13.60,,90055.59,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-12-25,StreamFlix,19.00,,90036.59,xx9001,Media Subscriptions,expense,StreamFlix,merchant_match,high
2024-12-25,Beauty Spa,69.39,,89967.20,xx9002,Personal Care,expense,Beauty Spa,merchant_match,high
2024-12-25,OnceOff Repair,35.94,,89931.26,xx9003,One-off Expenses,expense,OnceOff Repair,merchant_match,high
2024-12-26,CityRail,8.55,,89922.71,xx9001,Transport & Parking,expense,CityRail,merchant_match,high
2024-12-26,CinemaWorld,26.68,,89896.03,xx9003,Social & Recreation,expense,CinemaWorld,merchant_match,high
2024-12-27,BeanCo Coffee,15.76,,89880.27,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-12-27,HomePower Utilities,239.41,,89640.86,xx9002,Utilities & Rates,expense,HomePower,merchant_match,high
2024-12-27,MusicCloud,12.00,,89628.86,xx9002,Media Subscriptions,expense,MusicCloud,merchant_match,high
2024-12-28,Mini Golf Co,31.15,,89597.71,xx9002,Social & Recreation,expense,Mini Golf Co,merchant_match,high
2024-12-29,BeanCo Coffee,15.01,,89582.70,xx9001,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-12-29,Fashion Outlet,92.34,,89490.36,xx9003,Clothing & Footwear,expense,Fashion Outlet,merchant_match,high
2024-12-30,Home Loan Repayment,920.00,,88570.36,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2024-12-30,Parking Authority,10.13,,88560.23,xx9001,Transport & Parking,expense,Parking Authority,merchant_match,high
2024-12-30,PetSupplies Co,43.81,,88516.42,xx9003,Pet Expenses,expense,PetSupplies,merchant_match,high
2024-12-30,BookworldOnline,16.00,,88500.42,xx9003,Media Subscriptions,expense,BookworldOnline,merchant_match,high
2024-12-30,WineCellar,29.06,,88471.36,xx9002,Alcohol,expense,WineCellar,merchant_match,high
2024-12-30,Beauty Spa,86.07,,88385.29,xx9003,Personal Care,expense,Beauty Spa,merchant_match,high
2024-12-31,Corner Grocer,49.69,,88335.60,xx9001,Groceries,expense,Corner Grocer,merchant_match,high
2024-12-31,BeanCo Coffee,19.41,,88316.19,xx9002,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2024-12-31,CityRail,5.81,,88310.38,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2024-12-31,CinemaWorld,20.93,,88289.45,xx9002,Social & Recreation,expense,CinemaWorld,merchant_match,high
2025-01-01,Salary Employer A,,3325.22,91614.67,xx9001,INCOME,income,Employer A — Wage,income_match,high
2025-01-01,Salary Employer B,,3033.13,94647.80,xx9001,INCOME,income,Employer B — Wage,income_match,high
2025-01-01,CityRail,8.13,,94639.67,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2025-01-01,WineCellar,60.55,,94579.12,xx9002,Alcohol,expense,WineCellar,merchant_match,high
2025-01-02,FastFoods Drive-Thru,21.84,,94557.28,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2025-01-02,CinemaWorld,29.01,,94528.27,xx9002,Social & Recreation,expense,CinemaWorld,merchant_match,high
2025-01-03,CityRail,8.49,,94519.78,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2025-01-03,VetCare Animal Hospital,96.23,,94423.55,xx9001,Pet Expenses,expense,VetCare,merchant_match,high
2025-01-03,Charity Foundation,25.00,,94398.55,xx9001,Donations & Charity,expense,Charity Foundation,merchant_match,high
2025-01-03,Australia Post,20.67,,94377.88,xx9002,Administrative & Post,expense,Australia Post,merchant_match,high
2025-01-04,Pizza Palace,36.75,,94341.13,xx9003,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2025-01-04,Parking Authority,21.79,,94319.34,xx9001,Transport & Parking,expense,Parking Authority,merchant_match,high
2025-01-05,PetSupplies Co,70.27,,94249.07,xx9003,Pet Expenses,expense,PetSupplies,merchant_match,high
2025-01-05,WineCellar,38.71,,94210.36,xx9002,Alcohol,expense,WineCellar,merchant_match,high
2025-01-06,Home Loan Repayment,920.00,,93290.36,xx9001,Housing – Mortgage,expense,Home Loan,mortgage_pattern,high
2025-01-06,FreshMart Supermarket,173.42,,93116.94,xx9003,Groceries,expense,FreshMart,merchant_match,high
2025-01-06,BeanCo Coffee,6.11,,93110.83,xx9003,Dining Out & Takeaway,expense,BeanCo,merchant_match,high
2025-01-06,FastFoods Drive-Thru,17.09,,93093.74,xx9003,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2025-01-06,FuelStop Petrol,75.26,,93018.48,xx9001,Vehicle Expenses,expense,FuelStop,merchant_match,high
2025-01-06,CityRail,6.19,,93012.29,xx9002,Transport & Parking,expense,CityRail,merchant_match,high
2025-01-06,Big Box Hardware,104.91,,92907.38,xx9001,Home & Garden,expense,Big Box Hardware,merchant_match,high
2025-01-06,FitnessFirst Gym,65.00,,92842.38,xx9001,Sport & Hobbies,expense,FitnessFirst,merchant_match,high
2025-01-07,FreshMart Supermarket,141.07,,92701.31,xx9001,Groceries,expense,FreshMart,merchant_match,high
2025-01-07,Corner Grocer,59.41,,92641.90,xx9002,Groceries,expense,Corner Grocer,merchant_match,high
2025-01-07,Pizza Palace,36.87,,92605.03,xx9003,Dining Out & Takeaway,expense,Pizza Palace,merchant_match,high
2025-01-07,FastFoods Drive-Thru,18.74,,92586.29,xx9001,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
2025-01-07,CityRail,12.35,,92573.94,xx9003,Transport & Parking,expense,CityRail,merchant_match,high
2025-01-07,Council Rates,429.38,,92144.56,xx9001,Utilities & Rates,expense,Council Rates,merchant_match,high
2025-01-07,LocalBrewery,40.21,,92104.35,xx9003,Alcohol,expense,LocalBrewery,merchant_match,high
2025-01-07,CinemaWorld,22.48,,92081.87,xx9002,Social & Recreation,expense,CinemaWorld,merchant_match,high
2025-01-07,Charity Foundation,25.00,,92056.87,xx9002,Donations & Charity,expense,Charity Foundation,merchant_match,high
2025-01-07,Australia Post,14.59,,92042.28,xx9003,Administrative & Post,expense,Australia Post,merchant_match,high
2025-01-08,FreshMart Supermarket,117.79,,91924.49,xx9002,Groceries,expense,FreshMart,merchant_match,high
2025-01-08,FastFoods Drive-Thru,19.40,,91905.09,xx9002,Dining Out & Takeaway,expense,FastFoods,merchant_match,high
